meter_id;timestamp;power_kw
1;2026-01-08 07:00:00.000;317,8
1;2026-01-08 08:00:00.000;307,97
1;2026-01-08 09:00:00.000;339,47
1;2026-01-08 10:00:00.000;331,79
1;2026-01-08 11:00:00.000;364,87
1;2026-01-08 12:00:00.000;357,18
1;2026-01-08 13:00:00.000;349,35
1;2026-01-08 14:00:00.000;334,03
1;2026-01-08 15:00:00.000;340,78
1;2026-01-08 16:00:00.000;347,87
1;2026-01-08 17:00:00.000;347,47
1;2026-01-08 18:00:00.000;200,91
1;2026-01-08 19:00:00.000;187,43
1;2026-01-08 20:00:00.000;200,19
1;2026-01-08 21:00:00.000;217,45
1;2026-01-08 22:00:00.000;184,27
1;2026-01-08 23:00:00.000;159,51
1;2026-01-09 00:00:00.000;92,72
1;2026-01-09 01:00:00.000;108,91
1;2026-01-09 02:00:00.000;87,09
1;2026-01-09 03:00:00.000;99,25
1;2026-01-09 04:00:00.000;82,95
1;2026-01-09 05:00:00.000;104,22
1;2026-01-09 06:00:00.000;296,98
1;2026-01-09 07:00:00.000;316,46
1;2026-01-09 08:00:00.000;294,87
1;2026-01-09 09:00:00.000;358,18
1;2026-01-09 10:00:00.000;342,26
1;2026-01-09 11:00:00.000;340,79
1;2026-01-09 12:00:00.000;360,49
1;2026-01-09 13:00:00.000;350,17
1;2026-01-09 14:00:00.000;341,79
1;2026-01-09 15:00:00.000;351,01
1;2026-01-09 16:00:00.000;342,74
1;2026-01-09 17:00:00.000;334,59
1;2026-01-09 18:00:00.000;217,78
1;2026-01-09 19:00:00.000;210,63
1;2026-01-09 20:00:00.000;206,16
1;2026-01-09 21:00:00.000;208,95
1;2026-01-09 22:00:00.000;187,09
1;2026-01-09 23:00:00.000;168,38
1;2026-01-10 00:00:00.000;48,72
1;2026-01-10 01:00:00.000;78,22
1;2026-01-10 02:00:00.000;68,85
1;2026-01-10 03:00:00.000;48,14
1;2026-01-10 04:00:00.000;80,73
1;2026-01-10 05:00:00.000;66,81
1;2026-01-10 06:00:00.000;178,95
1;2026-01-10 07:00:00.000;198,77
1;2026-01-10 08:00:00.000;212,74
1;2026-01-10 09:00:00.000;227,2
1;2026-01-10 10:00:00.000;235,74
1;2026-01-10 11:00:00.000;234,79
1;2026-01-10 12:00:00.000;220,86
1;2026-01-10 13:00:00.000;215,1
1;2026-01-10 14:00:00.000;229,04
1;2026-01-10 15:00:00.000;222,62
1;2026-01-10 16:00:00.000;226,59
1;2026-01-10 17:00:00.000;242,48
1;2026-01-10 18:00:00.000;114,52
1;2026-01-10 19:00:00.000;113,23
1;2026-01-10 20:00:00.000;124,47
1;2026-01-10 21:00:00.000;149,5
1;2026-01-10 22:00:00.000;149,55
1;2026-01-10 23:00:00.000;84,64
1;2026-01-11 00:00:00.000;84,95
1;2026-01-11 01:00:00.000;59,15
1;2026-01-11 02:00:00.000;47,75
1;2026-01-11 03:00:00.000;45,47
1;2026-01-11 04:00:00.000;47,89
1;2026-01-11 05:00:00.000;74,64
1;2026-01-11 06:00:00.000;202,27
1;2026-01-11 07:00:00.000;209,55
1;2026-01-11 08:00:00.000;184,82
1;2026-01-11 09:00:00.000;239,26
1;2026-01-11 10:00:00.000;221,45
1;2026-01-11 11:00:00.000;213,07
1;2026-01-11 12:00:00.000;245,41
1;2026-01-11 13:00:00.000;220,68
1;2026-01-11 14:00:00.000;217,99
1;2026-01-11 15:00:00.000;229,53
1;2026-01-11 16:00:00.000;239,59
1;2026-01-11 17:00:00.000;244,17
1;2026-01-11 18:00:00.000;145,51
1;2026-01-11 19:00:00.000;123,05
1;2026-01-11 20:00:00.000;117,03
1;2026-01-11 21:00:00.000;118,94
1;2026-01-11 22:00:00.000;140,24
1;2026-01-11 23:00:00.000;91,75
1;2026-01-12 00:00:00.000;80,2
1;2026-01-12 01:00:00.000;89,99
1;2026-01-12 02:00:00.000;89,13
1;2026-01-12 03:00:00.000;87,58
1;2026-01-12 04:00:00.000;114,58
1;2026-01-12 05:00:00.000;101,49
1;2026-01-12 06:00:00.000;309
1;2026-01-12 07:00:00.000;281,36
1;2026-01-12 08:00:00.000;297,48
1;2026-01-12 09:00:00.000;423,5
1;2026-01-12 10:00:00.000;430,58
1;2026-01-12 11:00:00.000;445,37
1;2026-01-12 12:00:00.000;353,52
1;2026-01-12 13:00:00.000;360,2
1;2026-01-12 14:00:00.000;364,75
1;2026-01-12 15:00:00.000;356,72
1;2026-01-12 16:00:00.000;347,76
1;2026-01-12 17:00:00.000;334,2
1;2026-01-12 18:00:00.000;188,63
1;2026-01-12 19:00:00.000;183,21
1;2026-01-12 20:00:00.000;202,6
1;2026-01-12 21:00:00.000;202,56
1;2026-01-12 22:00:00.000;199,67
1;2026-01-12 23:00:00.000;153,08
1;2026-01-13 00:00:00.000;87,09
1;2026-01-13 01:00:00.000;107,58
1;2026-01-13 02:00:00.000;96,37
1;2026-01-13 03:00:00.000;93,18
1;2026-01-13 04:00:00.000;88,2
1;2026-01-13 05:00:00.000;90,85
1;2026-01-13 06:00:00.000;317,56
1;2026-01-13 07:00:00.000;317,77
1;2026-01-13 08:00:00.000;313,53
1;2026-01-13 09:00:00.000;346,45
1;2026-01-13 10:00:00.000;333,17
1;2026-01-13 11:00:00.000;349,06
1;2026-01-13 12:00:00.000;342,27
1;2026-01-13 13:00:00.000;356,18
1;2026-01-13 14:00:00.000;359,18
1;2026-01-13 15:00:00.000;334,74
1;2026-01-13 16:00:00.000;352,63
1;2026-01-13 17:00:00.000;367,23
1;2026-01-13 18:00:00.000;201,04
1;2026-01-13 19:00:00.000;193,35
1;2026-01-13 20:00:00.000;215,24
1;2026-01-13 21:00:00.000;219,93
1;2026-01-13 22:00:00.000;206,56
1;2026-01-13 23:00:00.000;164,18
1;2026-01-14 00:00:00.000;92,83
1;2026-01-14 01:00:00.000;106,17
1;2026-01-14 02:00:00.000;95,76
1;2026-01-14 03:00:00.000;109,77
1;2026-01-14 04:00:00.000;113,61
1;2026-01-14 05:00:00.000;113,13
1;2026-01-14 06:00:00.000;308,22
1;2026-01-14 07:00:00.000;313,59
1;2026-01-14 08:00:00.000;316,43
1;2026-01-14 09:00:00.000;353,17
1;2026-01-14 10:00:00.000;337,74
1;2026-01-14 11:00:00.000;357,15
1;2026-01-14 12:00:00.000;360,23
1;2026-01-14 13:00:00.000;347,26
1;2026-01-14 14:00:00.000;334,27
1;2026-01-14 15:00:00.000;355,94
1;2026-01-14 16:00:00.000;355,28
1;2026-01-14 17:00:00.000;342,06
1;2026-01-14 18:00:00.000;209,01
1;2026-01-14 19:00:00.000;211,79
1;2026-01-14 20:00:00.000;210,57
1;2026-01-14 21:00:00.000;215,77
1;2026-01-14 22:00:00.000;204,97
1;2026-01-14 23:00:00.000;149,4
1;2026-01-15 00:00:00.000;86,27
1;2026-01-15 01:00:00.000;113,68
1;2026-01-15 02:00:00.000;97,22
1;2026-01-15 03:00:00.000;115,98
1;2026-01-15 04:00:00.000;103,36
1;2026-01-15 05:00:00.000;91,31
1;2026-01-15 06:00:00.000;284,3
1;2026-01-15 07:00:00.000;314,22
1;2026-01-15 08:00:00.000;292,9
1;2026-01-15 09:00:00.000;354,95
1;2026-01-15 10:00:00.000;348,72
1;2026-01-15 11:00:00.000;330,01
1;2026-01-15 12:00:00.000;332,78
1;2026-01-15 13:00:00.000;360,74
1;2026-01-15 14:00:00.000;362,19
1;2026-01-15 15:00:00.000;347,3
1;2026-01-15 16:00:00.000;339,96
1;2026-01-15 17:00:00.000;337,53
1;2026-01-15 18:00:00.000;209,81
1;2026-01-15 19:00:00.000;216,47
1;2026-01-15 20:00:00.000;215,73
1;2026-01-15 21:00:00.000;188,38
1;2026-01-15 22:00:00.000;214,05
1;2026-01-15 23:00:00.000;165,68
1;2026-01-16 00:00:00.000;94,02
1;2026-01-16 01:00:00.000;103,53
1;2026-01-16 02:00:00.000;108,09
1;2026-01-16 03:00:00.000;87,76
1;2026-01-16 04:00:00.000;105,48
1;2026-01-16 05:00:00.000;81,2
1;2026-01-16 06:00:00.000;310,25
1;2026-01-16 07:00:00.000;309,08
1;2026-01-16 08:00:00.000;312,83
1;2026-01-16 09:00:00.000;339,71
1;2026-01-16 10:00:00.000;365,43
1;2026-01-16 11:00:00.000;354,86
1;2026-01-16 12:00:00.000;344,93
1;2026-01-16 13:00:00.000;366,24
1;2026-01-16 14:00:00.000;337,36
1;2026-01-16 15:00:00.000;369,45
1;2026-01-16 16:00:00.000;356,42
1;2026-01-16 17:00:00.000;354,38
1;2026-01-16 18:00:00.000;218,87
1;2026-01-16 19:00:00.000;200,22
1;2026-01-16 20:00:00.000;193,91
1;2026-01-16 21:00:00.000;198,49
1;2026-01-16 22:00:00.000;201,98
1;2026-01-16 23:00:00.000;148,74
1;2026-01-17 00:00:00.000;77,7
1;2026-01-17 01:00:00.000;58,21
1;2026-01-17 02:00:00.000;66,49
1;2026-01-17 03:00:00.000;56,63
1;2026-01-17 04:00:00.000;66,78
1;2026-01-17 05:00:00.000;55,02
1;2026-01-17 06:00:00.000;214,53
1;2026-01-17 07:00:00.000;204,88
1;2026-01-17 08:00:00.000;204,05
1;2026-01-17 09:00:00.000;218,12
1;2026-01-17 10:00:00.000;212,25
1;2026-01-17 11:00:00.000;208,9
1;2026-01-17 12:00:00.000;245,36
1;2026-01-17 13:00:00.000;247,11
1;2026-01-17 14:00:00.000;246,51
1;2026-01-17 15:00:00.000;246,48
1;2026-01-17 16:00:00.000;231,11
1;2026-01-17 17:00:00.000;212,29
1;2026-01-17 18:00:00.000;133,83
1;2026-01-17 19:00:00.000;143,42
1;2026-01-17 20:00:00.000;120,82
1;2026-01-17 21:00:00.000;138
1;2026-01-17 22:00:00.000;119,96
1;2026-01-17 23:00:00.000;112,73
1;2026-01-18 00:00:00.000;69,05
1;2026-01-18 01:00:00.000;78,12
1;2026-01-18 02:00:00.000;56,09
1;2026-01-18 03:00:00.000;82,29
1;2026-01-18 04:00:00.000;78,98
1;2026-01-18 05:00:00.000;47,79
1;2026-01-18 06:00:00.000;187,99
1;2026-01-18 07:00:00.000;176,11
1;2026-01-18 08:00:00.000;178,31
1;2026-01-18 09:00:00.000;221,21
1;2026-01-18 10:00:00.000;213,23
1;2026-01-18 11:00:00.000;233,59
1;2026-01-18 12:00:00.000;247
1;2026-01-18 13:00:00.000;225,54
1;2026-01-18 14:00:00.000;220,03
1;2026-01-18 15:00:00.000;229,55
1;2026-01-18 16:00:00.000;226
1;2026-01-18 17:00:00.000;216,28
1;2026-01-18 18:00:00.000;133,71
1;2026-01-18 19:00:00.000;140,96
1;2026-01-18 20:00:00.000;131,21
1;2026-01-18 21:00:00.000;113,13
1;2026-01-18 22:00:00.000;144,23
1;2026-01-18 23:00:00.000;107,05
1;2026-01-19 00:00:00.000;90,45
1;2026-01-19 01:00:00.000;100,05
1;2026-01-19 02:00:00.000;82,77
1;2026-01-19 03:00:00.000;115,33
1;2026-01-19 04:00:00.000;105,26
1;2026-01-19 05:00:00.000;110,82
1;2026-01-19 06:00:00.000;311,97
1;2026-01-19 07:00:00.000;288,45
1;2026-01-19 08:00:00.000;281
1;2026-01-19 09:00:00.000;336,4
1;2026-01-19 10:00:00.000;351,41
1;2026-01-19 11:00:00.000;357,35
1;2026-01-19 12:00:00.000;355,21
1;2026-01-19 13:00:00.000;360,96
1;2026-01-19 14:00:00.000;344,07
1;2026-01-19 15:00:00.000;333,44
1;2026-01-19 16:00:00.000;365,44
1;2026-01-19 17:00:00.000;367,69
1;2026-01-19 18:00:00.000;203,1
1;2026-01-19 19:00:00.000;197,62
1;2026-01-19 20:00:00.000;213,57
1;2026-01-19 21:00:00.000;190,16
1;2026-01-19 22:00:00.000;218,16
1;2026-01-19 23:00:00.000;157,47
1;2026-01-20 00:00:00.000;80,62
1;2026-01-20 01:00:00.000;116,52
1;2026-01-20 02:00:00.000;81,3
1;2026-01-20 03:00:00.000;106,28
1;2026-01-20 04:00:00.000;115,92
1;2026-01-20 05:00:00.000;88,45
1;2026-01-20 06:00:00.000;315,7
1;2026-01-20 07:00:00.000;291,27
1;2026-01-20 08:00:00.000;299,45
1;2026-01-20 09:00:00.000;332,93
1;2026-01-20 10:00:00.000;334,08
1;2026-01-20 11:00:00.000;330,19
1;2026-01-20 12:00:00.000;351
1;2026-01-20 13:00:00.000;361,7
1;2026-01-20 14:00:00.000;347,16
1;2026-01-20 15:00:00.000;358,22
1;2026-01-20 16:00:00.000;367,6
1;2026-01-20 17:00:00.000;333,87
1;2026-01-20 18:00:00.000;202,59
1;2026-01-20 19:00:00.000;191,24
1;2026-01-20 20:00:00.000;216,26
1;2026-01-20 21:00:00.000;205,52
1;2026-01-20 22:00:00.000;191,6
1;2026-01-20 23:00:00.000;161,74
1;2026-01-21 00:00:00.000;102,81
1;2026-01-21 01:00:00.000;102,68
1;2026-01-21 02:00:00.000;84,58
1;2026-01-21 03:00:00.000;102,64
1;2026-01-21 04:00:00.000;118,78
1;2026-01-21 05:00:00.000;84,4
1;2026-01-21 06:00:00.000;318,31
1;2026-01-21 07:00:00.000;298,16
1;2026-01-21 08:00:00.000;314,74
1;2026-01-21 09:00:00.000;352,35
1;2026-01-21 10:00:00.000;348,38
1;2026-01-21 11:00:00.000;367,35
1;2026-01-21 12:00:00.000;331,73
1;2026-01-21 13:00:00.000;335,77
1;2026-01-21 14:00:00.000;342,93
1;2026-01-21 15:00:00.000;335,64
1;2026-01-21 16:00:00.000;341,35
1;2026-01-21 17:00:00.000;339,71
1;2026-01-21 18:00:00.000;197,89
1;2026-01-21 19:00:00.000;208,05
1;2026-01-21 20:00:00.000;201,84
1;2026-01-21 21:00:00.000;190,04
1;2026-01-21 22:00:00.000;185,44
1;2026-01-21 23:00:00.000;132,95
1;2026-01-22 00:00:00.000;108,24
1;2026-01-22 01:00:00.000;82
1;2026-01-22 02:00:00.000;92,18
1;2026-01-22 03:00:00.000;84,81
1;2026-01-22 04:00:00.000;92,08
1;2026-01-22 05:00:00.000;98,1
1;2026-01-22 06:00:00.000;305,57
1;2026-01-22 07:00:00.000;295,23
1;2026-01-22 08:00:00.000;301,28
1;2026-01-22 09:00:00.000;424,58
1;2026-01-22 10:00:00.000;439,29
1;2026-01-22 11:00:00.000;417,38
1;2026-01-22 12:00:00.000;364,83
1;2026-01-22 13:00:00.000;351,26
1;2026-01-22 14:00:00.000;352,29
1;2026-01-22 15:00:00.000;330,83
1;2026-01-22 16:00:00.000;345,09
1;2026-01-22 17:00:00.000;369,26
1;2026-01-22 18:00:00.000;219,42
1;2026-01-22 19:00:00.000;198,97
1;2026-01-22 20:00:00.000;216,08
1;2026-01-22 21:00:00.000;190
1;2026-01-22 22:00:00.000;185,08
1;2026-01-22 23:00:00.000;140,13
1;2026-01-23 00:00:00.000;82,49
1;2026-01-23 01:00:00.000;99,59
1;2026-01-23 02:00:00.000;100,46
1;2026-01-23 03:00:00.000;112,35
1;2026-01-23 04:00:00.000;99,24
1;2026-01-23 05:00:00.000;111
1;2026-01-23 06:00:00.000;309,33
1;2026-01-23 07:00:00.000;306,45
1;2026-01-23 08:00:00.000;310,09
1;2026-01-23 09:00:00.000;357,37
1;2026-01-23 10:00:00.000;349,28
1;2026-01-23 11:00:00.000;345,93
1;2026-01-23 12:00:00.000;347,97
1;2026-01-23 13:00:00.000;331,33
1;2026-01-23 14:00:00.000;367,7
1;2026-01-23 15:00:00.000;350,23
1;2026-01-23 16:00:00.000;360,16
1;2026-01-23 17:00:00.000;354,71
1;2026-01-23 18:00:00.000;194,97
1;2026-01-23 19:00:00.000;199,49
1;2026-01-23 20:00:00.000;196,67
1;2026-01-23 21:00:00.000;217,4
1;2026-01-23 22:00:00.000;215,36
1;2026-01-23 23:00:00.000;136,59
1;2026-01-24 00:00:00.000;73,17
1;2026-01-24 01:00:00.000;79,1
1;2026-01-24 02:00:00.000;55,77
1;2026-01-24 03:00:00.000;45,51
1;2026-01-24 04:00:00.000;82,58
1;2026-01-24 05:00:00.000;71,28
1;2026-01-24 06:00:00.000;203,02
1;2026-01-24 07:00:00.000;202,51
1;2026-01-24 08:00:00.000;214,8
1;2026-01-24 09:00:00.000;243,38
1;2026-01-24 10:00:00.000;231,65
1;2026-01-24 11:00:00.000;221,34
1;2026-01-24 12:00:00.000;208,51
1;2026-01-24 13:00:00.000;234,22
1;2026-01-24 14:00:00.000;214,53
1;2026-01-24 15:00:00.000;238,76
1;2026-01-24 16:00:00.000;209,6
1;2026-01-24 17:00:00.000;243,48
1;2026-01-24 18:00:00.000;110,81
1;2026-01-24 19:00:00.000;144,98
1;2026-01-24 20:00:00.000;110,48
1;2026-01-24 21:00:00.000;141,98
1;2026-01-24 22:00:00.000;134,25
1;2026-01-24 23:00:00.000;117,33
1;2026-01-25 00:00:00.000;68,18
1;2026-01-25 01:00:00.000;76,44
1;2026-01-25 02:00:00.000;48,49
1;2026-01-25 03:00:00.000;52,12
1;2026-01-25 04:00:00.000;77,5
1;2026-01-25 05:00:00.000;59,45
1;2026-01-25 06:00:00.000;195,18
1;2026-01-25 07:00:00.000;214,13
1;2026-01-25 08:00:00.000;181,19
1;2026-01-25 09:00:00.000;243,52
1;2026-01-25 10:00:00.000;240,22
1;2026-01-25 11:00:00.000;234,15
1;2026-01-25 12:00:00.000;242,09
1;2026-01-25 13:00:00.000;247,07
1;2026-01-25 14:00:00.000;242,26
1;2026-01-25 15:00:00.000;235,53
1;2026-01-25 16:00:00.000;240,33
1;2026-01-25 17:00:00.000;210,26
1;2026-01-25 18:00:00.000;117,02
1;2026-01-25 19:00:00.000;112,94
1;2026-01-25 20:00:00.000;142,33
1;2026-01-25 21:00:00.000;123,61
1;2026-01-25 22:00:00.000;142,13
1;2026-01-25 23:00:00.000;97,11
1;2026-01-26 00:00:00.000;100,81
1;2026-01-26 01:00:00.000;115,58
1;2026-01-26 02:00:00.000;119,84
1;2026-01-26 03:00:00.000;95,44
1;2026-01-26 04:00:00.000;95,98
1;2026-01-26 05:00:00.000;89,11
1;2026-01-26 06:00:00.000;313,32
1;2026-01-26 07:00:00.000;296,53
1;2026-01-26 08:00:00.000;304,94
1;2026-01-26 09:00:00.000;348,07
1;2026-01-26 10:00:00.000;341,36
1;2026-01-26 11:00:00.000;347,4
1;2026-01-26 12:00:00.000;349,65
1;2026-01-26 13:00:00.000;366,32
1;2026-01-26 14:00:00.000;356,24
1;2026-01-26 15:00:00.000;337,79
1;2026-01-26 16:00:00.000;346,01
1;2026-01-26 17:00:00.000;330,6
1;2026-01-26 18:00:00.000;202,33
1;2026-01-26 19:00:00.000;197,83
1;2026-01-26 20:00:00.000;196,1
1;2026-01-26 21:00:00.000;190,67
1;2026-01-26 22:00:00.000;180,95
1;2026-01-26 23:00:00.000;150,77
1;2026-01-27 00:00:00.000;86,79
1;2026-01-27 01:00:00.000;85,14
1;2026-01-27 02:00:00.000;82,42
1;2026-01-27 03:00:00.000;81,91
1;2026-01-27 04:00:00.000;99,73
1;2026-01-27 05:00:00.000;119,71
1;2026-01-27 06:00:00.000;310,78
1;2026-01-27 07:00:00.000;306,86
1;2026-01-27 08:00:00.000;286,46
1;2026-01-27 09:00:00.000;341,44
1;2026-01-27 10:00:00.000;367,18
1;2026-01-27 11:00:00.000;352,92
1;2026-01-27 12:00:00.000;369,64
1;2026-01-27 13:00:00.000;358,27
1;2026-01-27 14:00:00.000;352,03
1;2026-01-27 15:00:00.000;366,38
1;2026-01-27 16:00:00.000;336,89
1;2026-01-27 17:00:00.000;348,82
1;2026-01-27 18:00:00.000;193,7
1;2026-01-27 19:00:00.000;216
1;2026-01-27 20:00:00.000;193,32
1;2026-01-27 21:00:00.000;195,97
1;2026-01-27 22:00:00.000;201,22
1;2026-01-27 23:00:00.000;160,01
1;2026-01-28 00:00:00.000;115,69
1;2026-01-28 01:00:00.000;111,15
1;2026-01-28 02:00:00.000;99,31
1;2026-01-28 03:00:00.000;103,42
1;2026-01-28 04:00:00.000;97,94
1;2026-01-28 05:00:00.000;108,86
1;2026-01-28 06:00:00.000;285,75
1;2026-01-28 07:00:00.000;308,75
1;2026-01-28 08:00:00.000;314,17
1;2026-01-28 09:00:00.000;361,21
1;2026-01-28 10:00:00.000;332,36
1;2026-01-28 11:00:00.000;333,62
1;2026-01-28 12:00:00.000;369,83
1;2026-01-28 13:00:00.000;368,18
1;2026-01-28 14:00:00.000;342,14
1;2026-01-28 15:00:00.000;354,24
1;2026-01-28 16:00:00.000;354,39
1;2026-01-28 17:00:00.000;332,62
